keyword,final_score,competition_level,avg_views,total_likes,total_comments,video_count,is_automatizable,monetization_potential,tipo_monetizacion,views_norm,engagement_norm
mejores plataformas para invertir en bolsa 2025,0.6,high,81120.13333333333,62628,5538,15,True,Muy Alto,Afiliación + Anuncios,1.0,1.0
