keyword,region,timestamp,video_count,avg_views,median_views,pct75_views,max_views,min_views,total_views,decision,reason,base_score,opportunity_score,monetization_type,monetization_potential,monetization_score,monetizable_count,monetizable_ratio,competition_level,saturation_risk,saturation_ratio,is_automatizable,automation_score,automation_signals,small_channels,medium_channels,large_channels,small_channels_ratio,medium_channels_ratio,large_channels_ratio,views_score,competition_score,engagement_score,automation_bonus,monetization_multiplier,automatizable,automatizable_count,riesgo_saturacion,monetizacion,score_refinado
comida para perros,ES,2025-09-03T00:02:31.658067,20,86013,35191,154517,319177,113,1720279,RECOMENDADO,"Mediana 35,192 ≥ 5000 y P75 154,517 ≥ 20000",100.0,0.491,Solo Anuncios,Medio,28,14,70.0,high,🔴 Alto,0.269,True,62.0,19,7,4,9,35.0,20.0,45.0,0.86,0.4,1.0,0.2,0.8,True,5,🔴 Alto,Solo Anuncios,100.0
