keyword,region,timestamp,video_count,avg_views,median_views,pct75_views,max_views,min_views,total_views,decision,reason,base_score,opportunity_score,monetization_type,monetization_potential,monetization_score,monetizable_count,monetizable_ratio,competition_level,saturation_risk,saturation_ratio,is_automatizable,automation_score,automation_signals,small_channels,medium_channels,large_channels,small_channels_ratio,medium_channels_ratio,large_channels_ratio,views_score,competition_score,engagement_score,automation_bonus,monetization_multiplier,automatizable,automatizable_count,riesgo_saturacion,monetizacion,score_refinado
mejores aspiradoras 2025,ES,2025-09-03T00:01:09.635434,20,32648,24455,40434,166260,3,652975,RECOMENDADO,"Mediana 24,455 ≥ 5000 y P75 40,434 ≥ 20000",100.0,0.334,Solo Afiliación,Alto,24,14,70.0,high,🔴 Alto,0.196,True,100.0,26,10,7,3,50.0,35.0,15.0,0.326,0.4,1.0,0.2,1.0,True,5,🔴 Alto,Solo Afiliación,100.0
