keyword,region,timestamp,video_count,avg_views,median_views,pct75_views,max_views,min_views,total_views,decision,reason,base_score,opportunity_score,monetization_type,monetization_potential,monetization_score,monetizable_count,monetizable_ratio,competition_level,saturation_risk,saturation_ratio,is_automatizable,automation_score,automation_signals,small_channels,medium_channels,large_channels,small_channels_ratio,medium_channels_ratio,large_channels_ratio,views_score,competition_score,engagement_score,automation_bonus,monetization_multiplier,automatizable,automatizable_count,riesgo_saturacion,monetizacion,score_refinado
test salida,ES,2025-09-03T00:04:40.496950,20,2762019,821,142299,46491776,17,55240391,EVALUAR,"Parcial: Mediana 822 vs 5000, P75 142,299 vs 20000",58.2,0.53,Solo Afiliación,Alto,24,5,25.0,high,🔴 Alto,0.059,False,32.0,21,10,5,5,50.0,25.0,25.0,1.0,0.4,1.0,0.0,1.0,False,5,🔴 Alto,Solo Afiliación,58.2
