keyword,region,timestamp,video_count,avg_views,median_views,pct75_views,max_views,min_views,total_views,decision,reason,base_score,opportunity_score,monetization_type,monetization_potential,monetization_score,monetizable_count,monetizable_ratio,competition_level,saturation_risk,saturation_ratio,is_automatizable,automation_score,automation_signals,small_channels,medium_channels,large_channels,small_channels_ratio,medium_channels_ratio,large_channels_ratio,views_score,competition_score,engagement_score,automation_bonus,monetization_multiplier,automatizable,automatizable_count,riesgo_saturacion,monetizacion,score_refinado
zapatos para hombre,ES,2025-09-03T00:06:30.847539,20,169308,52882,284435,964573,34,3386168,RECOMENDADO,"Mediana 52,882 ≥ 5000 y P75 284,435 ≥ 20000",100.0,0.54,Solo Anuncios,Medio,28,15,75.0,high,🔴 Alto,0.176,True,100.0,30,4,5,11,20.0,25.0,55.0,1.0,0.4,1.0,0.2,0.8,True,5,🔴 Alto,Solo Anuncios,100.0
